Isolate,Sequenceing_Date,Pool,MID_Tag,Location,Publication,Collection_Date,Age,Disease_Status
3D7,13-Apr,P1,MID46-47,3D7,current,NA,NA,Lab_isolates
3D7,13-Aug,P1,MID15-18,3D7,current,NA,NA,Lab_isolates
3D7,13-Jul,P1,MID39-40,3D7,current,NA,NA,Lab_isolates
3D7,13-Mar,P1,MID54,3D7,current,NA,NA,Lab_isolates
3D7,13-May,P1,MID8-8,3D7,current,NA,NA,Lab_isolates
3D7,12-Oct,P1,MID62,3D7,current,NA,NA,Lab_isolates
3D7,12-Oct,P3,MID62,3D7,current,NA,NA,Lab_isolates
3D7,12-Oct,P2,MID62,3D7,current,NA,NA,Lab_isolates
3D7,12-Oct,P4,MID62,3D7,current,NA,NA,Lab_isolates
3D7,11-Sep,P3,MID58,3D7,current,NA,NA,Lab_isolates
3D7,11-Sep,P3,MID44,3D7,current,NA,NA,Lab_isolates
3D7xDD2,11-Apr,P4,MID57,3D7xDD2,current,NA,NA,Lab_isolates
3D7xDD2,11-Sep,P4,MID6,3D7xDD2,current,NA,NA,Lab_isolates
Col30,11-Sep,P3,MID38,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col24,11-Sep,P1,MID38,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col15,11-Sep,P1,MID36,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col8,11-Sep,P4,MID34,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col13,11-Sep,P4,MID35,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col23,11-Sep,P4,MID37,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col5,11-Sep,P2,MID34,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col16,11-Sep,P2,MID36,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col9,11-Sep,P1,MID35,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col21,11-Sep,P2,MID37,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col4,11-Sep,P1,MID34,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col25,11-Sep,P2,MID38,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col2,11-Sep,P3,MID33,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col1,11-Sep,P2,MID33,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col7,11-Sep,P3,MID34,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col11,11-Sep,P3,MID35,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col22,11-Sep,P3,MID37,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col3,11-Sep,P4,MID33,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col18,11-Sep,P1,MID37,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col17,11-Sep,P3,MID36,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
Col10,11-Sep,P2,MID35,Colombia_Turbo,Restrepo,2002-2004,All,Uncomplicated
DD2,11-Apr,P2,MID57,DD2,current,NA,NA,Lab_isolates
DD2,13-Apr,P1,MID47-47,DD2,current,NA,NA,Lab_isolates
DD2,13-Aug,P2,MID16-18,DD2,current,NA,NA,Lab_isolates
DD2,13-Jul,P2,MID40-40,DD2,current,NA,NA,Lab_isolates
DD2,13-Mar,P3,MID56,DD2,current,NA,NA,Lab_isolates
DD2,13-May,P2,MID8-11,DD2,current,NA,NA,Lab_isolates
DD2,11-Sep,P3,MID6,DD2,current,NA,NA,Lab_isolates
DD2xHB3,13-Apr,P2,MID47-48,DD2xHB3,current,NA,NA,Lab_isolates
DD2xHB3,13-Mar,P4,MID57,DD2xHB3,current,NA,NA,Lab_isolates
DD2xHB3,13-May,P2,MID10-10,DD2xHB3,current,NA,NA,Lab_isolates
Gc22,11-Sep,P3,MID4,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc53,11-Sep,P1,MID16,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc14,11-Sep,P4,MID2,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc35,11-Sep,P2,MID5,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc50,11-Sep,P2,MID16,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc15,11-Sep,P1,MID3,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc2,11-Sep,P2,MID1,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc28,11-Sep,P2,MID4,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc46,11-Sep,P3,MID15,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc39,11-Sep,P1,MID6,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc13,11-Sep,P1,MID11,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc7,11-Sep,P1,MID2,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc6,11-Sep,P4,MID1,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc21,11-Sep,P1,MID4,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc47,11-Sep,P2,MID7,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc58,11-Sep,P2,MID17,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc26,11-Sep,P3,MID13,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc42,11-Sep,P2,MID15,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc49,11-Sep,P4,MID15,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc1,11-Sep,P1,MID1,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc23,11-Sep,P4,MID11,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc25,11-Sep,P2,MID13,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc45,11-Sep,P1,MID7,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc24,11-Sep,P1,MID13,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc31,11-Sep,P3,MID14,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc5,11-Sep,P3,MID1,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc27,11-Sep,P4,MID13,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc38,11-Sep,P1,MID15,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc19,11-Sep,P2,MID3,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc36,11-Sep,P3,MID5,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc37,11-Sep,P4,MID5,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc18,11-Sep,P3,MID11,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc8,11-Sep,P2,MID2,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc17,11-Sep,P2,MID11,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc57,11-Sep,P1,MID17,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc20,11-Sep,P3,MID3,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc32,11-Sep,P1,MID14,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc43,11-Sep,P2,MID6,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc34,11-Sep,P2,MID14,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc11,11-Sep,P3,MID2,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
Gc9,11-Sep,P1,MID10,FrenchGuiana_Camopi,Yalcindag,2006-2008,All,Uncomplicated
G3st16,11-Sep,P2,MID25,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st15,11-Sep,P1,MID25,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st12,11-Sep,P1,MID19,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st23,11-Sep,P1,MID20,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st28,11-Sep,P3,MID26,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st39,11-Sep,P1,MID22,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st48,11-Sep,P1,MID29,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st6,11-Sep,P2,MID18,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st14,11-Sep,P3,MID24,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st27,11-Sep,P4,MID20,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st18,11-Sep,P3,MID25,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st35,11-Sep,P1,MID27,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st2,11-Sep,P3,MID17,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st46,11-Sep,P1,MID23,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st21,11-Sep,P2,MID19,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st43,11-Sep,P3,MID22,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st22,11-Sep,P3,MID19,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st32,11-Sep,P4,MID21,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st44,11-Sep,P2,MID28,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st19,11-Sep,P1,MID26,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st26,11-Sep,P3,MID20,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st8,11-Sep,P1,MID24,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st5,11-Sep,P1,MID18,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st31,11-Sep,P2,MID21,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st30,11-Sep,P1,MID21,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st34,11-Sep,P3,MID21,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st36,11-Sep,P2,MID27,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st25,11-Sep,P2,MID20,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st13,11-Sep,P2,MID24,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st7,11-Sep,P3,MID18,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st3,11-Sep,P4,MID17,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st40,11-Sep,P2,MID22,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st10,11-Sep,P4,MID18,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st20,11-Sep,P2,MID26,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
G3st37,11-Sep,P1,MID28,FrenchGuiana_TroisSauts,Yalcindag,2006-2008,All,Uncomplicated
BK105,11-Apr,P2,MID04,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1204,11-Apr,P4,MID61,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK583,11-Apr,P2,MID33,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK557,11-Apr,P2,MID31,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK891,11-Apr,P3,MID48,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK169,11-Apr,P4,MID05,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK398,11-Apr,P1,MID18,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK672,11-Apr,P1,MID41,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK78,11-Apr,P4,MID03,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK394,11-Apr,P3,MID17,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1424,11-Apr,P1,MID30,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK448,11-Apr,P1,MID22,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK461,11-Apr,P3,MID23,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK670,11-Apr,P4,MID40,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK520,11-Apr,P3,MID29,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK112,11-Apr,P3,MID04,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK649,11-Apr,P2,MID39,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK446,11-Apr,P3,MID22,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK559,11-Apr,P4,MID31,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK209,11-Apr,P2,MID08,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK521,11-Apr,P4,MID29,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK507,11-Apr,P2,MID28,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK51,11-Apr,P4,MID02,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1316,11-Apr,P3,MID01,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK615,11-Apr,P2,MID36,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK558,11-Apr,P3,MID31,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK430,11-Apr,P2,MID21,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK407,11-Apr,P1,MID19,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK471,11-Apr,P3,MID24,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK779,11-Apr,P2,MID44,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1053,11-Apr,P4,MID59,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1329,11-Apr,P2,MID02,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1423,11-Apr,P1,MID28,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1309,11-Apr,P4,MID62,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK661,11-Apr,P1,MID40,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK488,11-Apr,P4,MID26,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK651,11-Apr,P3,MID39,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK478,11-Apr,P3,MID25,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK419,11-Apr,P2,MID20,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK335,11-Apr,P2,MID13,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK862,11-Apr,P1,MID47,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK860,11-Apr,P4,MID46,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK576,11-Apr,P4,MID32,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1334,11-Apr,P1,MID14,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK802,11-Apr,P3,MID45,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK422,11-Apr,P3,MID20,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1202,11-Apr,P3,MID61,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK433,11-Apr,P3,MID21,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK543,11-Apr,P2,MID30,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK513,11-Apr,P3,MID33,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK25,11-Apr,P4,MID01,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK227,11-Apr,P4,MID08,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK517,11-Apr,P2,MID29,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK439,11-Apr,P4,MID22,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK575,11-Apr,P3,MID32,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1064,11-Apr,P1,MID60,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK454,11-Apr,P1,MID23,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK637,11-Apr,P2,MID38,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK416,11-Apr,P1,MID20,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1208,11-Apr,P2,MID62,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK774,11-Apr,P4,MID43,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK379,11-Apr,P2,MID16,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1324,11-Apr,P3,MID05,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK882,11-Apr,P1,MID48,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK71,11-Apr,P3,MID03,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK868,11-Apr,P3,MID47,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1017,11-Apr,P3,MID54,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK408,11-Apr,P2,MID19,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK483,11-Apr,P1,MID26,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK675,11-Apr,P2,MID41,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1037,11-Apr,P2,MID55,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK26,11-Apr,P1,MID02,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK958,11-Apr,P3,MID51,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK485,11-Apr,P2,MID26,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK550,11-Apr,P3,MID30,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK884,11-Apr,P2,MID48,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK366,11-Apr,P1,MID15,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK622,11-Apr,P1,MID37,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1030,11-Apr,P1,MID55,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK912,11-Apr,P1,MID50,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1051,11-Apr,P3,MID59,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK456,11-Apr,P2,MID23,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK745,11-Apr,P1,MID43,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK467,11-Apr,P1,MID24,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1006,11-Apr,P3,MID53,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK863,11-Apr,P2,MID47,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1005,11-Apr,P2,MID53,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK130,11-Apr,P2,MID05,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK959,11-Apr,P4,MID51,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK481,11-Apr,P4,MID25,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK400,11-Apr,P2,MID18,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK258,11-Apr,P1,MID10,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK911,11-Apr,P2,MID49,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK836,11-Apr,P3,MID46,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK1400,11-Apr,P1,MID16,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
BK765,11-Apr,P3,MID43,Gabon_Bakoumba,DayPNAS2017,2000,12-Jan,Asymptomatic
