Isolate,Sequenceing_Date,Pool,MID_Tag,Location,Publication,Collection_Date,Age,Disease_Status
UG30226,12-Oct,P3,MID39,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30751,12-Oct,P3,MID57,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30100,12-Oct,P2,MID37,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30674,12-Oct,P2,MID55,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30361,12-Oct,P3,MID43,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30315,12-Oct,P1,MID43,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30821,12-Oct,P3,MID60,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30417,12-Oct,P3,MID47,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30277,12-Oct,P1,MID41,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30639,12-Oct,P1,MID53,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30377,12-Oct,P1,MID44,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30650,12-Oct,P4,MID53,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30788,12-Oct,P4,MID54,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30305,12-Oct,P3,MID42,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30783,12-Oct,P1,MID58,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30444,12-Oct,P2,MID46,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30281,12-Oct,P2,MID41,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30680,12-Oct,P3,MID55,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30419,12-Oct,P2,MID45,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30784,12-Oct,P2,MID58,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30486,12-Oct,P3,MID48,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30135,12-Oct,P3,MID37,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30417,12-Oct,P1,MID45,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30737,12-Oct,P2,MID57,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30437,12-Oct,P1,MID48,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30393,12-Oct,P2,MID44,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG30655,12-Oct,P1,MID54,Uganda_Kanungu,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50833,13-Aug,P1,MID41-43,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50844,13-Aug,P2,MID42-42,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50807,13-Aug,P1,MID40-42,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50822,13-Aug,P2,MID41-41,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50840,13-Aug,P2,MID41-43,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50824,13-Aug,P1,MID41-42,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50826,13-Aug,P2,MID41-42,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50813,13-Aug,P2,MID40-42,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50819,13-Aug,P1,MID41-41,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50841,13-Aug,P1,MID42-42,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50007,13-May,P1,MID48-50,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50625,13-May,P1,MID3-4,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50521,13-May,P1,MID1-2,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50650,13-May,P2,MID3-5,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50806,13-May,P2,MID7-10,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50551,13-May,P2,MID1-3,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50376,13-May,P1,MID61-61,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50613,13-May,P1,MID3-3,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50569,13-May,P2,MID2-2,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50573,13-May,P1,MID2-3,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50454,13-May,P2,MID61-1,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50641,13-May,P2,MID3-4,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50598,13-May,P2,MID2-4,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50593,13-May,P2,MID2-3,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50009,13-May,P2,MID48-50,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50715,13-May,P1,MID5-6,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50369,13-May,P2,MID60-62,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50249,13-May,P1,MID59-60,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50456,13-May,P1,MID62-62,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50348,13-May,P2,MID59-61,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50356,13-May,P1,MID60-61,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50499,13-May,P1,MID1-1,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50349,13-May,P1,MID60-60,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50132,13-May,P1,MID50-53,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50730,13-May,P2,MID5-7,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50354,13-May,P2,MID60-60,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50234,13-May,P1,MID53-55,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50727,13-May,P1,MID5-7,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50249,13-May,P2,MID53-55,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50698,13-May,P2,MID4-6,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50690,13-May,P1,MID4-5,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50362,13-May,P1,MID60-62,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50420,13-May,P2,MID61-62,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50321,13-May,P1,MID59-61,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50462,13-May,P1,MID62-1,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50788,13-May,P2,MID7-8,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50594,13-May,P1,MID2-4,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50756,13-May,P2,MID6-8,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50538,13-May,P2,MID1-2,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50692,13-May,P1,MID4-6,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50488,13-May,P2,MID62-2,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50230,13-May,P2,MID53-54,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50667,13-May,P2,MID4-4,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50465,13-May,P1,MID62-2,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50711,13-May,P2,MID5-5,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50146,13-May,P1,MID51-51,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50264,13-May,P2,MID59-60,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50784,13-May,P1,MID7-8,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50764,13-May,P1,MID7-7,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50036,13-May,P1,MID49-50,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50457,13-May,P2,MID62-62,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50654,13-May,P1,MID4-4,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50097,13-May,P2,MID50-50,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50162,13-May,P2,MID51-51,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50701,13-May,P1,MID5-5,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50221,13-May,P2,MID53-53,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50092,13-May,P1,MID50-50,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50229,13-May,P1,MID53-54,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50543,13-May,P1,MID1-3,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50013,13-May,P2,MID49-49,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50378,13-May,P1,MID61-62,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50747,13-May,P2,MID6-7,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50037,13-May,P2,MID49-50,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50768,13-May,P2,MID7-7,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50559,13-May,P1,MID2-2,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50691,13-May,P2,MID4-5,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50622,13-May,P2,MID3-3,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50504,13-May,P2,MID1-1,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50359,13-May,P2,MID60-61,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50646,13-May,P1,MID3-5,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50011,13-May,P1,MID49-49,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50451,13-May,P1,MID61-1,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50145,13-May,P2,MID50-53,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG50724,13-May,P2,MID5-6,Uganda_Kyenjojo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10141,13-Mar,P2,MID03,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10379,13-Mar,P1,MID14,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10213,13-Mar,P3,MID06,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10269,13-Mar,P3,MID08,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10035,13-Mar,P2,MID01,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10142,13-Mar,P3,MID03,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10728,13-Mar,P1,MID26,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10638,13-Mar,P4,MID21,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10589,13-Mar,P2,MID20,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10234,13-Mar,P3,MID07,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10027,13-Mar,P1,MID01,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10575,13-Mar,P4,MID19,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10150,13-Mar,P1,MID04,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10231,13-Mar,P2,MID07,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10276,13-Mar,P4,MID08,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10382,13-Mar,P2,MID14,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10104,13-Mar,P4,MID02,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10773,13-Mar,P3,MID27,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10040,13-Mar,P3,MID01,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10605,13-Mar,P4,MID20,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10324,13-Mar,P2,MID10,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10117,13-Mar,P1,MID03,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10581,13-Mar,P1,MID20,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10198,13-Mar,P2,MID05,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10156,13-Mar,P2,MID04,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10393,13-Mar,P1,MID15,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10162,13-Mar,P3,MID04,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10089,13-Mar,P2,MID02,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10265,13-Mar,P2,MID08,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10640,13-Mar,P2,MID22,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10534,13-Mar,P3,MID18,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10201,13-Mar,P4,MID05,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10572,13-Mar,P3,MID19,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10362,13-Mar,P4,MID11,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10200,13-Mar,P3,MID05,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10561,13-Mar,P1,MID19,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10432,13-Mar,P2,MID16,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10055,13-Mar,P4,MID01,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10666,13-Mar,P2,MID23,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10147,13-Mar,P4,MID03,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10622,13-Mar,P2,MID21,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10781,13-Mar,P4,MID27,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10372,13-Mar,P4,MID13,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10424,13-Mar,P4,MID15,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10176,13-Mar,P1,MID05,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10772,13-Mar,P2,MID27,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10360,13-Mar,P3,MID11,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10480,13-Mar,P2,MID17,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10227,13-Mar,P4,MID06,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10722,13-Mar,P3,MID25,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10350,13-Mar,P2,MID11,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10091,13-Mar,P3,MID02,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10429,13-Mar,P1,MID16,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10394,13-Mar,P2,MID15,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10509,13-Mar,P1,MID18,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10255,13-Mar,P1,MID08,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10391,13-Mar,P4,MID14,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10503,13-Mar,P4,MID17,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10641,13-Mar,P3,MID22,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10390,13-Mar,P3,MID14,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10694,13-Mar,P4,MID24,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10367,13-Mar,P1,MID13,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10646,13-Mar,P4,MID22,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10064,13-Mar,P1,MID02,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10689,13-Mar,P3,MID24,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10763,13-Mar,P3,MID26,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10667,13-Mar,P3,MID23,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10768,13-Mar,P4,MID26,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10719,13-Mar,P2,MID25,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10540,13-Mar,P4,MID18,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10395,13-Mar,P3,MID15,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10602,13-Mar,P3,MID20,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10516,13-Mar,P2,MID18,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10740,13-Mar,P2,MID26,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10333,13-Mar,P4,MID10,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10228,13-Mar,P1,MID07,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10243,13-Mar,P4,MID07,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10174,13-Mar,P4,MID04,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10371,13-Mar,P3,MID13,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10465,13-Mar,P1,MID17,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10725,13-Mar,P4,MID25,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10496,13-Mar,P3,MID17,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10205,13-Mar,P1,MID06,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10623,13-Mar,P3,MID21,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10449,13-Mar,P4,MID16,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10370,13-Mar,P2,MID13,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10712,13-Mar,P1,MID25,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10342,13-Mar,P1,MID11,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10680,13-Mar,P4,MID23,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10437,13-Mar,P3,MID16,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
UG10606,13-Mar,P1,MID21,Uganda_Tororo,Ruybal,2006-2007,5-Jan,Uncomplicated
V9,11-Sep,P2,MID31,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V11,11-Sep,P1,MID33,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V15,11-Sep,P3,MID32,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V14,11-Sep,P2,MID32,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V10,11-Sep,P4,MID32,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V6,11-Sep,P1,MID30,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V13,11-Sep,P1,MID32,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V2,11-Sep,P2,MID29,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V12,11-Sep,P3,MID31,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated
V7,11-Sep,P1,MID31,Venezuela_ElCaura,Yalcindag,2003-2007,All,Uncomplicated